"sku","eta"
"avamoderov60wt","2023-11-18 00:00:00"
"avamoderov60cg","2023-11-18 00:00:00"
"avamasonv48wtg","2023-11-18 00:00:00"
"avamasonvs49wtgc","2023-11-18 00:00:00"
"ava170512mc22wtg","2023-11-18 00:00:00"
"avabrooksv42nb","2023-11-18 00:00:00"
"kovp591084","2024-02-20 00:00:00"
"kovp1234066l","2023-11-22 00:00:00"
"klc500651mg","2023-12-20 00:00:00"
"murol8701orb","2024-01-15 00:00:00"
"out869366","2023-11-13 00:00:00"
"utt24641","2023-12-27 00:00:00"
"sea7728002en3962","2023-10-31 00:00:00"
"min6368613","2023-12-26 00:00:00"
"kic49687bk","2023-12-27 00:00:00"
"kic49831wh","2023-12-27 00:00:00"
"kic15236tzt","2023-12-27 00:00:00"
"kic15268az","2024-01-22 00:00:00"
"kic15310azt","2023-11-20 00:00:00"
"kic15315azt","2023-10-28 00:00:00"
"kic15315bkt","2023-10-28 00:00:00"
"kic15423azt","2023-12-27 00:00:00"
"kic15457azt","2023-11-20 00:00:00"
"kic15470bkt","2023-11-06 00:00:00"
"kic15815azt27r","2023-12-27 00:00:00"
"kic15815azt30r","2023-12-27 00:00:00"
"kic15844bkt","2023-11-27 00:00:00"
"kic15844cbr","2023-11-06 00:00:00"
"kic15846azt","2023-12-27 00:00:00"
"kic15846bkt","2023-12-27 00:00:00"
"kic300027nbr","2023-11-08 00:00:00"
"kic42525oz","2023-12-18 00:00:00"
"kic43537ni","2023-11-08 00:00:00"
"kic45568ni","2023-12-01 00:00:00"
"kic49687oz","2023-12-27 00:00:00"
"kic49689oz","2023-11-20 00:00:00"
"kic49716oz","2023-11-07 00:00:00"
"kic49747wzc","2023-12-27 00:00:00"
"kic49775bk","2023-12-27 00:00:00"
"kic49864wzc","2023-12-18 00:00:00"
"kic9032bkt","2023-11-06 00:00:00"
"kic9034bkt","2023-10-27 00:00:00"
"kic9236az","2023-11-27 00:00:00"
"kic9244az","2023-10-28 00:00:00"
"kic9244bk","2023-10-28 00:00:00"
"kic9246bk","2024-01-09 00:00:00"
"kic9356bkt","2023-12-27 00:00:00"
"kic9559bkt","2023-12-27 00:00:00"
"kic9777bk","2024-01-09 00:00:00"
"murol15203anbz","2023-12-01 00:00:00"
"murf33255adb","2024-01-31 00:00:00"
"kic300031sbk","2023-11-08 00:00:00"
"kic42046nbr","2023-12-01 00:00:00"
"kic43035dag","2023-12-01 00:00:00"
"kic43038dag","2023-11-07 00:00:00"
"kovp1153609l","2023-11-07 00:00:00"
"min824281l","2024-01-01 00:00:00"
"genkf1034mbk","2023-11-17 00:00:00"
"genkwl1012bbs","2023-12-12 00:00:00"
"kic16100gry27","2024-01-22 00:00:00"
"kic16101sd27","2024-01-22 00:00:00"
"kic16102cbr30","2024-01-22 00:00:00"
"hun59608","2023-12-01 00:00:00"
"sea8690901en312","2023-11-14 00:00:00"
"kic15064azt","2023-11-20 00:00:00"
"kic15241bkt","2023-12-27 00:00:00"
"kic15494azt","2023-12-27 00:00:00"
"kic16151bkt27","2023-11-13 00:00:00"
"hun59628","2023-12-12 00:00:00"
"hun25150","2023-11-10 00:00:00"
"hun99703","2023-11-10 00:00:00"
"hun99713","2023-11-10 00:00:00"
"metn700408","2024-02-21 00:00:00"
"metn850220","2024-02-21 00:00:00"
"minf696wh","2023-11-17 00:00:00"
"kic15384azt24","2023-11-20 00:00:00"
"kovp477077","2024-01-17 00:00:00"
"utt25148","2023-11-12 00:00:00"
"kic55000bk","2023-12-01 00:00:00"
"kic44050ni","2023-12-01 00:00:00"
"gol0508mmbsvmg","2023-12-12 00:00:00"
"kic52033pn","2023-12-01 00:00:00"
"kic4u27k22wht","2023-11-13 00:00:00"
"kic4u30k08wht","2023-11-13 00:00:00"
"kic4u30k22bzt","2023-11-13 00:00:00"
"kic6ucsk12wht","2023-12-27 00:00:00"
"kic6ucsk22wht","2023-12-27 00:00:00"
"sea75435en315","2024-03-08 00:00:00"
"sea8560702pmen315","2023-10-31 00:00:00"
"sea864770104t","2023-10-31 00:00:00"
"sea872015","2024-01-25 00:00:00"
"genep1221mwtbbs","2024-02-21 00:00:00"
"hun19725","2023-11-19 00:00:00"
"zlt2300p12rb","2024-02-14 00:00:00"
"zlt340p12mb","2023-11-17 00:00:00"
"kic15800bkt27r","2023-11-27 00:00:00"
"kic6t1100h50wh","2023-12-01 00:00:00"
"kic6t110h30wh","2023-12-01 00:00:00"
"kic6t110s30wh","2023-12-01 00:00:00"
"kic6t116s27wh","2023-12-01 00:00:00"
"kic6t116s30wh","2023-12-01 00:00:00"
"uttw00543","2023-12-26 00:00:00"
"zlt30384rb","2023-11-16 00:00:00"
"max2889gl","2023-11-21 00:00:00"
"gol3602ba4blkgy","2024-02-16 00:00:00"
"utt22905","2023-12-14 00:00:00"
"kic55150cpz","2023-11-07 00:00:00"
"kic55164pn","2023-11-07 00:00:00"
"uttw261181","2023-11-24 00:00:00"
"utt22910","2023-11-28 00:00:00"
"utt23820","2023-12-26 00:00:00"
"afxaxlv2404lajudsb","2024-02-23 00:00:00"
"vcsaf1173txw","2023-12-26 00:00:00"
"vcscv1031pn","2024-02-28 00:00:00"
"vcsdjp1101bs","2024-02-07 00:00:00"
"vcsol14400txb","2024-03-01 00:00:00"
"sea4468104112","2023-12-06 00:00:00"
"sea4565002848","2023-11-28 00:00:00"
"sea5692605112","2024-01-25 00:00:00"
"sea6577101112","2023-12-07 00:00:00"
"sea6577101en3848","2023-10-31 00:00:00"
"sea6677101en3848","2023-11-28 00:00:00"
"far246203","2023-12-20 00:00:00"
"far218937","2023-12-27 00:00:00"
"far233106","2024-01-22 00:00:00"
"far233109","2023-11-20 00:00:00"
"far233135","2023-12-27 00:00:00"
"far233151","2023-11-06 00:00:00"
"far233178","2023-12-27 00:00:00"
"far233179","2023-12-27 00:00:00"
"far233195","2023-11-27 00:00:00"
"far233196","2023-11-06 00:00:00"
"far233198","2023-12-27 00:00:00"
"far233199","2023-12-27 00:00:00"
"far217561","2023-12-18 00:00:00"
"far218871","2023-12-27 00:00:00"
"far218891","2023-11-07 00:00:00"
"far218916","2023-12-27 00:00:00"
"far218960","2023-12-18 00:00:00"
"far219418","2023-11-06 00:00:00"
"far233268","2023-11-27 00:00:00"
"far233269","2023-10-28 00:00:00"
"far233271","2023-10-28 00:00:00"
"far233275","2024-01-09 00:00:00"
"far219446","2023-12-27 00:00:00"
"far219512","2024-01-09 00:00:00"
"far217113","2023-11-08 00:00:00"
"far217455","2023-12-01 00:00:00"
"far217649","2023-12-01 00:00:00"
"far233302","2024-01-22 00:00:00"
"far233314","2024-01-22 00:00:00"
"far233321","2024-01-22 00:00:00"
"far233355","2023-11-20 00:00:00"
"far233371","2023-12-27 00:00:00"
"far233398","2023-12-27 00:00:00"
"far233627","2023-11-20 00:00:00"
"far239715","2023-12-01 00:00:00"
"far239845","2023-12-01 00:00:00"
"far245963","2023-12-12 00:00:00"
"far251145","2023-12-01 00:00:00"
"far251217","2023-11-13 00:00:00"
"far251221","2023-11-13 00:00:00"
"far251224","2023-11-13 00:00:00"
"far251236","2023-12-27 00:00:00"
"far251239","2023-12-27 00:00:00"
"far251247","2023-11-27 00:00:00"
"far251354","2023-12-01 00:00:00"
"far251356","2023-12-01 00:00:00"
"far250503","2023-12-26 00:00:00"
"far251775","2024-02-16 00:00:00"
"far252412","2023-11-07 00:00:00"
"far252426","2023-11-07 00:00:00"
"far253014","2023-11-24 00:00:00"
"liv562607","2023-11-21 00:00:00"
"liv651848","2023-12-30 00:00:00"
"sea79136en312","2023-10-31 00:00:00"
"kic15774azt30r","2023-12-25 00:00:00"
"kic2693oz","2023-12-04 00:00:00"
"kic43363nbr","2023-12-25 00:00:00"
"kic43637ni","2023-11-09 00:00:00"
"kic43640ni","2023-11-03 00:00:00"
"kic43850ni","2023-10-31 00:00:00"
"kic43998ni","2023-10-28 00:00:00"
"kic45297ch","2023-12-25 00:00:00"
"kic45882ni","2023-11-16 00:00:00"
"kic45895ni","2023-11-15 00:00:00"
"kic49298bktled","2023-12-25 00:00:00"
"kic49496ba","2023-12-25 00:00:00"
"kic49919bk","2023-12-25 00:00:00"
"kic5099ch","2023-11-06 00:00:00"
"kic5338tzs","2023-11-13 00:00:00"
"kic9040bk","2023-12-04 00:00:00"
"kic9564ld","2023-12-25 00:00:00"
"kic9704oz","2023-12-25 00:00:00"
"kic9707oz","2023-11-17 00:00:00"
"kic9709oz","2023-12-25 00:00:00"
"kic9776wh","2023-11-06 00:00:00"
"mursf350adb","2023-12-01 00:00:00"
"kic42955oz","2023-11-13 00:00:00"
"kic45129bk","2023-11-06 00:00:00"
"et2e2321090wt","2023-12-03 00:00:00"
"kic42196bk","2023-12-25 00:00:00"
"kic42955bk","2023-11-13 00:00:00"
"kic59035bkled","2023-12-25 00:00:00"
"kic15784cbr","2023-12-25 00:00:00"
"hun59470","2023-11-20 00:00:00"
"kic15765wht27r","2023-12-25 00:00:00"
"kic15782bkt30r","2023-12-25 00:00:00"
"kic16110bkt30","2023-12-25 00:00:00"
"kic16150bkt30","2023-12-25 00:00:00"
"kic16209azt30","2023-11-13 00:00:00"
"kic16217azt30","2023-11-13 00:00:00"
"kic16220azt30","2023-11-13 00:00:00"
"kic52304bk","2023-10-31 00:00:00"
"kic52314bnb","2023-11-13 00:00:00"
"mondr12rzw","2023-11-03 00:00:00"
"kic43498nbr","2023-12-13 00:00:00"
"kic43498pn","2023-12-25 00:00:00"
"kic52410pn","2023-11-13 00:00:00"
"kic52427bk","2023-12-25 00:00:00"
"kic8109tz","2023-12-25 00:00:00"
"kic8110tz","2023-12-04 00:00:00"
"kic8112oz","2023-12-25 00:00:00"
"kic9611oz","2023-10-27 00:00:00"
"alg031250041fr001","2023-12-07 00:00:00"
"alg031251041fr001","2023-12-07 00:00:00"
"alg031551039","2023-12-07 00:00:00"
"alg031552039","2023-12-07 00:00:00"
"alg031221041fr001","2023-12-07 00:00:00"
"alg031521039","2023-12-07 00:00:00"
"max12244ofsbr","2023-11-09 00:00:00"
"vaxt0467","2023-11-15 00:00:00"
"max10205clsn","2023-12-03 00:00:00"
"max10064ftbk","2023-11-13 00:00:00"
"kic45390ni","2023-11-17 00:00:00"
"kic16171bkt27","2023-12-25 00:00:00"
"kic45391bk","2023-12-25 00:00:00"
"kic45390bk","2023-12-25 00:00:00"
"kic45666ch","2023-11-13 00:00:00"
"kic45665bk","2023-11-13 00:00:00"
"kic45666bk","2023-11-13 00:00:00"
"kic59106oz","2023-12-25 00:00:00"
"kic59107bk","2023-12-25 00:00:00"
"kic4u27k22bzt","2023-11-13 00:00:00"
"kic4u30k30bzt","2023-11-13 00:00:00"
"genksw1081pngw","2024-03-01 00:00:00"
"kic15821bkt30","2023-12-25 00:00:00"
"liv4542748","2023-12-30 00:00:00"
"kuzvl61638ch","2023-12-13 00:00:00"
"kuzpd22332bk","2023-10-31 00:00:00"
"kuzpd22339bk","2023-11-17 00:00:00"
"kuz492332bkgd","2023-12-16 00:00:00"
"alolp317448vb","2023-10-31 00:00:00"
"alowv316401ubms","2023-12-09 00:00:00"
"alowv316402vbms","2023-10-31 00:00:00"
"alowv316501ubms","2023-12-30 00:00:00"
"kuzpd41304bn","2023-12-13 00:00:00"
"kuzpd41305bn","2024-01-01 00:00:00"
"kuzpd13124wh","2023-10-31 00:00:00"
"kuz70234bn","2023-11-08 00:00:00"
"kuz70234ch","2024-01-27 00:00:00"
"kuzfm43311wh","2023-11-08 00:00:00"
"kuzws8318ch","2024-01-06 00:00:00"
"alopd311025ubbg","2024-02-10 00:00:00"
"alopd311025vbbg","2024-02-10 00:00:00"
"alopd311030vbwg","2024-02-10 00:00:00"
"kuz401432bkled","2023-10-31 00:00:00"
"kuzew71403bk","2023-11-08 00:00:00"
"kuzew71412bk","2023-12-13 00:00:00"
"kuzch87824bk","2024-01-27 00:00:00"
"kuzpd87132wh","2024-02-08 00:00:00"
"kuzpd87136bg","2023-11-06 00:00:00"
"kuzpd87736bk","2023-11-17 00:00:00"
"kuzpd1706bk","2023-11-08 00:00:00"
"kuzlp14935wh","2023-10-31 00:00:00"
"kuzmp14919bk","2023-12-13 00:00:00"
"kuzmp14924bk","2023-12-21 00:00:00"
"kuzmp14932bk","2023-11-06 00:00:00"
"kuzws14947wh","2024-02-08 00:00:00"
"kuzep48224bk","2023-10-31 00:00:00"
"kuzep48232bk","2023-12-13 00:00:00"
"kuzew48205bk","2023-10-31 00:00:00"
"kuzws22915bkwh","2023-10-31 00:00:00"
"kuzfm7920be","2023-11-08 00:00:00"
"kuzfm7920bor","2023-11-08 00:00:00"
"kuzfm7920wh","2023-10-31 00:00:00"
"kuzpd7920bor","2023-11-08 00:00:00"
"kuzpd7920wh","2023-10-31 00:00:00"
"kuzws41216bkgl","2023-11-06 00:00:00"
"kuzws16806wh","2023-11-17 00:00:00"
"kuz492716bkgd","2024-01-27 00:00:00"
"kuzch19933bk","2024-01-30 00:00:00"
"kuzpd15519bk","2024-01-27 00:00:00"
"kuzpd70610clbg","2023-12-21 00:00:00"
"kuzfm43916bkwh","2023-10-31 00:00:00"
"kuzfm43916whgd","2023-11-08 00:00:00"
"kuzfm43916whwt","2023-10-31 00:00:00"
"kuzfm43920bkwh","2023-10-31 00:00:00"
"kuzfm43920bkwt","2023-12-14 00:00:00"
"kuzws18901bk","2023-10-31 00:00:00"
"kuzws18901wh","2023-11-22 00:00:00"
"kuzvl60220bk","2023-11-08 00:00:00"
"kuzvl60224ch","2024-01-01 00:00:00"
"kuzvl60236bk","2024-01-03 00:00:00"
"kuzvl60236ch","2023-12-24 00:00:00"
"kuz501102bgled","2024-02-07 00:00:00"
"kuz501102led","2023-11-08 00:00:00"
"alomp301003mb","2023-11-10 00:00:00"
"kuz41083b","2023-11-08 00:00:00"
"kuzpd22735bk","2023-12-16 00:00:00"
"kuz60331","2023-11-08 00:00:00"
"kuzvl62220bk","2023-11-08 00:00:00"
"kuzvl62220ch","2023-11-08 00:00:00"
"kuz41411bn","2023-11-08 00:00:00"
"kuzec19404wh","2023-12-13 00:00:00"
"kuzpd21703bk","2023-10-31 00:00:00"
"kuzpd21703bn","2023-12-13 00:00:00"
"kuz601001bnled","2023-11-08 00:00:00"
"kuz601001chled","2023-11-08 00:00:00"
"kuz601002bkled","2023-12-13 00:00:00"
"kuzvl0118bk","2023-12-13 00:00:00"
"kuzws83421gd","2023-12-25 00:00:00"
"kuzvl61236bk","2023-11-17 00:00:00"
"kuztr10006bk","2024-01-30 00:00:00"
"kuztr10031bn","2023-12-23 00:00:00"
"kuztr10036bn","2024-02-08 00:00:00"
"kuzlp90838bk","2023-12-09 00:00:00"
"kuzvl63724bn","2023-12-13 00:00:00"
"kuzws8418bn","2023-12-28 00:00:00"
"kuz494603bk","2023-11-08 00:00:00"
"kuz494502mbk","2023-11-08 00:00:00"
"kuz401215bkled","2023-12-28 00:00:00"
"kuzew7024gh","2023-11-08 00:00:00"
"kuzfm11414wh","2023-10-31 00:00:00"
"kuzws84218bk","2023-11-17 00:00:00"
"kuzch72225bk","2024-01-27 00:00:00"
"kuzvl72213bk","2023-12-13 00:00:00"
"kuzpd7716ch","2023-11-06 00:00:00"
"kuzpd7721bn","2023-12-21 00:00:00"
"kuzpd88148bk","2024-01-17 00:00:00"
"kuzpd88160wh","2024-01-27 00:00:00"
"kuz601471bkled","2023-10-31 00:00:00"
"kuzpd42502ch","2023-11-08 00:00:00"
"kuzvl17024bk","2023-11-22 00:00:00"
"kuzpd12506sm","2023-12-28 00:00:00"
"kuzat6510bk","2023-11-08 00:00:00"
"kuzer3003bk","2023-11-08 00:00:00"
"kuzer3003bn","2023-11-08 00:00:00"
"kuzer3003bn12v","2024-01-27 00:00:00"
"kuz601485bkled","2024-01-27 00:00:00"
"kuzec18705bk","2023-12-28 00:00:00"
"kuzpd62014bksm","2023-11-06 00:00:00"
"kuzew53916bk","2023-11-08 00:00:00"
"kuzpd11119an","2024-02-04 00:00:00"
"kuzpd11119as","2024-02-04 00:00:00"
"alopl307912vbcl","2024-01-04 00:00:00"
"kuz493206bkgd","2023-12-18 00:00:00"
"kuz493210whgd","2023-11-08 00:00:00"
"kuzmp10305wh","2024-02-08 00:00:00"
"alopd325106vbar","2024-01-13 00:00:00"
"alofm325108vbar","2023-10-31 00:00:00"
"alowv325326pnar","2024-01-04 00:00:00"
"kuzfm44614bkwh","2023-12-15 00:00:00"
"kuzpd62622bklg","2023-12-13 00:00:00"
"kuzpd62511bklg","2024-01-30 00:00:00"
"kuzpd62511bglg","2024-01-30 00:00:00"
"kuzws62524bklg","2024-01-30 00:00:00"
"kuzws62629bklg","2023-11-17 00:00:00"
"kuzel17610bk","2023-11-10 00:00:00"
"kuzel17614bk","2023-11-10 00:00:00"
"aloch335836mbcr","2024-02-08 00:00:00"
"aloch335836vbcr","2024-02-08 00:00:00"
"zlt4500p8mb","2023-11-28 00:00:00"
"kic52520bnb","2023-12-08 00:00:00"
"kic52505pn","2023-12-25 00:00:00"
"kic55140bnb","2023-12-25 00:00:00"
"kic52518bk","2023-12-25 00:00:00"
"kic16193bktnl","2023-12-25 00:00:00"
"alofm554011mb","2023-12-09 00:00:00"
"alofm554211agmb","2023-11-10 00:00:00"
"alofm554215agmb","2023-10-31 00:00:00"
"alofm554215agwh","2023-11-10 00:00:00"
"alopd532312agcl","2023-12-16 00:00:00"
"alopd530341bnop","2023-11-17 00:00:00"
"alopd530341mbop","2023-11-17 00:00:00"
"alopd531515agop","2023-10-31 00:00:00"
"aloch549640agop","2023-12-21 00:00:00"
"alosf549315agop","2023-10-31 00:00:00"
"alowv549220agop","2023-12-16 00:00:00"
"alopd506108agcl","2024-01-17 00:00:00"
"alosf517112mbcl","2023-11-06 00:00:00"
"alopd470514bggo","2023-10-31 00:00:00"
"alowv470108bggo","2023-12-13 00:00:00"
"alopd504016ag","2023-11-17 00:00:00"
"alopd507216agop","2023-12-09 00:00:00"
"alopd402513gdop","2023-12-09 00:00:00"
"alovl524217agcl","2023-11-08 00:00:00"
"alovl524217agop","2023-11-08 00:00:00"
"alovl524326chop","2023-11-08 00:00:00"
"alovl524326mbop","2023-11-08 00:00:00"
"alopd435605mbcr","2023-11-22 00:00:00"
"alopd440814mbgo","2023-12-28 00:00:00"
"alopd546719agwl","2023-11-22 00:00:00"
"alopd550336mbag","2023-10-31 00:00:00"
"alopd550545whag","2023-11-17 00:00:00"
"alowv628107mbop","2023-11-06 00:00:00"
"alofm522012agop","2023-12-28 00:00:00"
"alopd401606mbcl","2023-12-19 00:00:00"
"alofm553211agmb","2023-12-09 00:00:00"
"alopd547924mbwl","2023-11-08 00:00:00"
"aloch548518mbsm","2023-10-31 00:00:00"
"aloch548637mbcl","2023-11-08 00:00:00"
"alowv548006bgcl","2023-11-17 00:00:00"
"alowv548006mbop","2023-12-09 00:00:00"
"et2e24211122sn","2023-12-14 00:00:00"
"kuz49108bkgd","2023-11-08 00:00:00"
"kuzws3309","2023-12-28 00:00:00"
"kuzws13760bg","2024-01-23 00:00:00"
"kuzch14348bg","2023-11-17 00:00:00"
"aloch302006mbbg","2023-10-31 00:00:00"
"alolp302004mbbg","2023-11-17 00:00:00"
"alowv302003mbbg","2024-02-08 00:00:00"
"kuzvl10337bg","2024-01-03 00:00:00"
"kuzws10336bg","2023-12-15 00:00:00"
"zlt8192vbn","2024-01-11 00:00:00"
"zlt8193vch","2023-11-07 00:00:00"
"zlt350016mb","2024-01-30 00:00:00"
"kuzat6610bg","2023-11-06 00:00:00"
"kuzch24755bg","2023-11-08 00:00:00"
"aloch415331bgop","2023-11-08 00:00:00"
"kuzch96840bk","2023-10-31 00:00:00"
"alofm479020rb","2023-11-08 00:00:00"
"kuzfm58310bkop","2024-01-03 00:00:00"
"kuzlp96840bkbg","2024-01-18 00:00:00"
"kuzpd28515bk","2024-01-23 00:00:00"
"alovl485221mbop","2023-10-31 00:00:00"
"alowv417802bgcr","2023-11-08 00:00:00"
"alopd321716nb","2023-11-17 00:00:00"
"alopd321708nbrt","2024-01-11 00:00:00"
"alopd321708nb","2023-12-29 00:00:00"
"alofm348010pnpg","2023-11-06 00:00:00"
"alowv336717ub","2023-11-08 00:00:00"
"aloch320837ubar","2024-02-10 00:00:00"
"aloch346046ubar","2024-01-27 00:00:00"
"alowv355116ubgo","2024-01-27 00:00:00"
"alopd320313vbar","2024-02-10 00:00:00"
"alofm348010vbpg","2023-12-09 00:00:00"
"alowv355116vbgo","2024-01-27 00:00:00"
"kuztl75514ch","2023-12-16 00:00:00"
"kic59008bkt","2023-12-25 00:00:00"
"afxdexw060612l30mvbk","2023-11-03 00:00:00"
"afxidrv2405lajudsb","2024-01-04 00:00:00"
"kic59112oz","2023-12-25 00:00:00"
"kic59114bkt","2023-12-25 00:00:00"
"kic59118bkt","2023-12-25 00:00:00"
"kic59120bkt","2023-12-25 00:00:00"
"kic59120oz","2023-12-25 00:00:00"
"kic59125bkt","2023-12-25 00:00:00"
"kic59126oz","2023-12-25 00:00:00"
"vcscf1102adb","2023-12-19 00:00:00"
"sea6507401848","2023-12-07 00:00:00"
"far102180","2023-11-21 00:00:00"
"far102386","2023-12-30 00:00:00"
"far233160","2023-12-25 00:00:00"
"far217095","2023-12-04 00:00:00"
"far217797","2023-12-25 00:00:00"
"far217994","2023-10-31 00:00:00"
"far218100","2023-10-28 00:00:00"
"far218359","2023-12-25 00:00:00"
"far218758","2023-12-25 00:00:00"
"far219493","2023-11-17 00:00:00"
"far219511","2023-11-06 00:00:00"
"farw222248","2023-12-01 00:00:00"
"far218336","2023-11-06 00:00:00"
"far217633","2023-11-13 00:00:00"
"far233425","2023-12-25 00:00:00"
"far233432","2023-12-25 00:00:00"
"far233519","2023-12-25 00:00:00"
"far233589","2023-11-13 00:00:00"
"far233595","2023-11-13 00:00:00"
"far219245","2023-10-31 00:00:00"
"far500062","2023-11-03 00:00:00"
"far233685","2023-12-13 00:00:00"
"far233686","2023-12-25 00:00:00"
"far233759","2023-11-13 00:00:00"
"far233780","2023-12-25 00:00:00"
"far233904","2023-12-25 00:00:00"
"far233906","2023-12-04 00:00:00"
"crystal9061","2023-12-07 00:00:00"
"crystal9062","2023-12-07 00:00:00"
"crystal9067","2023-12-07 00:00:00"
"crystal9068","2023-12-07 00:00:00"
"crystal9214","2023-12-07 00:00:00"
"crystal9217","2023-12-07 00:00:00"
"far249976","2023-11-15 00:00:00"
"far239729","2023-11-17 00:00:00"
"far239809","2023-12-25 00:00:00"
"far239784","2023-12-25 00:00:00"
"far251138","2023-11-13 00:00:00"
"far251139","2023-11-13 00:00:00"
"far251207","2023-12-25 00:00:00"
"far251208","2023-12-25 00:00:00"
"far251216","2023-11-13 00:00:00"
"far251252","2023-12-25 00:00:00"
"far245196","2023-12-30 00:00:00"
"far249824","2023-12-08 00:00:00"
"far249854","2023-12-25 00:00:00"
"far249861","2023-12-25 00:00:00"
"far249890","2023-12-25 00:00:00"
"far249906","2023-12-25 00:00:00"
"alg026941010fr001","2023-12-07 00:00:00"
"cas59149","2024-02-12 00:00:00"
"crw8001c36c","2023-12-07 00:00:00"
"hun51059","2023-11-20 00:00:00"
"hun59219","2024-01-01 00:00:00"
"liv214107","2023-12-20 00:00:00"
"sea3115203962","2024-01-15 00:00:00"
"utt21801","2023-10-29 00:00:00"
"murol5424bk","2024-01-05 00:00:00"
"crw1026p418193","2023-12-07 00:00:00"
"crw1044p32601r3c","2023-12-07 00:00:00"
"crw1090p4010620o","2023-12-07 00:00:00"
"crw7148w4103s","2023-12-07 00:00:00"
"kic44035ni","2023-10-28 00:00:00"
"kic44035oz","2023-10-28 00:00:00"
"kic2713ni","2023-11-07 00:00:00"
"kic44029ni","2023-10-30 00:00:00"
"kic44032ni","2023-10-28 00:00:00"
"kic44033ni","2023-10-28 00:00:00"
"kic44033oz","2023-10-28 00:00:00"
"kic44053ni","2023-11-04 00:00:00"
"kic45582nbr","2023-11-07 00:00:00"
"kic45886ni","2023-10-28 00:00:00"
"kic45887ni","2023-11-04 00:00:00"
"crw1125p3610268","2023-12-07 00:00:00"
"crw1147p456101","2023-12-07 00:00:00"
"utt22183","2023-11-14 00:00:00"
"gol3306ba2blkop","2023-11-22 00:00:00"
"kic43998bk","2023-10-30 00:00:00"
"kic44030bk","2023-10-28 00:00:00"
"kic44034bk","2023-11-04 00:00:00"
"kic45887bk","2023-11-01 00:00:00"
"kic49990oz","2023-11-07 00:00:00"
"kic52152bk","2023-11-04 00:00:00"
"max21529sn","2023-12-06 00:00:00"
"hun50394","2024-01-08 00:00:00"
"sea4430704en3112","2023-10-31 00:00:00"
"sea6634506en710","2023-10-31 00:00:00"
"sea883170212","2023-11-07 00:00:00"
"sea442160405","2024-03-06 00:00:00"
"sea4430804962","2023-11-27 00:00:00"
"sea4430804en962","2023-12-04 00:00:00"
"liv755114","2023-11-29 00:00:00"
"alg031950010fr001","2024-01-12 00:00:00"
"max11262bksbr","2023-12-06 00:00:00"
"monmc260mbk","2024-01-11 00:00:00"
"hun22727","2023-11-10 00:00:00"
"metn950093","2024-02-21 00:00:00"
"kic52420bnb","2023-11-07 00:00:00"
"max12243ofsbr","2023-11-09 00:00:00"
"max66926bk","2023-12-03 00:00:00"
"crw0414w101101","2023-12-07 00:00:00"
"out9334661","2023-11-29 00:00:00"
"mon5aspr70agp","2023-12-06 00:00:00"
"ele2500d48c","2023-11-03 00:00:00"
"hun19173","2023-12-23 00:00:00"
"crw5562c16cclear","2023-12-07 00:00:00"
"crw9633p161101","2023-12-07 00:00:00"
"crw9807p396116","2023-11-08 00:00:00"
"hun19152","2023-12-23 00:00:00"
"max58724wtbk","2023-12-03 00:00:00"
"gol60684pblk","2023-12-11 00:00:00"
"max89866wt","2023-10-30 00:00:00"
"sea5141501112","2023-11-17 00:00:00"
"sea8994112","2023-11-07 00:00:00"
"gencc1458bbs","2023-12-29 00:00:00"
"genksf1036bbscg","2023-12-18 00:00:00"
"genlf1002twb","2023-12-04 00:00:00"
"min2541726","2023-12-13 00:00:00"
"kuzlp18648bk","2023-11-17 00:00:00"
"kuzvl18536bn","2023-11-17 00:00:00"
"kuzvl52727wt","2023-11-17 00:00:00"
"kuzvl63624bk","2023-11-10 00:00:00"
"kuzvl63636bk","2023-11-10 00:00:00"
"kuzws16811lwh","2023-11-17 00:00:00"
"kuzws16811rbk","2023-11-17 00:00:00"
"kuzws16811rwh","2023-11-17 00:00:00"
"kuzpd19359an","2023-11-17 00:00:00"
"kuzws25336bn","2023-11-17 00:00:00"
"kuzch93824bk","2023-11-17 00:00:00"
"kuzlp93742an","2023-11-17 00:00:00"
"kuzvl18248wh","2023-11-17 00:00:00"
"kuzws18224wh","2023-11-17 00:00:00"
"kic52402bnb","2023-11-07 00:00:00"
"kic52510bnb","2023-11-07 00:00:00"
"kic52544pn","2023-11-07 00:00:00"
"alofm506108agop","2023-11-17 00:00:00"
"alopd401606agcl","2023-11-10 00:00:00"
"max40914clacpbo","2023-11-16 00:00:00"
"utt25268","2023-11-27 00:00:00"
"vaxf0107","2023-11-10 00:00:00"
"aloch450715mb","2023-11-17 00:00:00"
"aloch607225ag","2023-11-10 00:00:00"
"kuzlp73048bk","2023-11-17 00:00:00"
"kuzlp73073bg","2023-11-17 00:00:00"
"kuzpd76312bkop","2023-11-10 00:00:00"
"kuzpd76708bk","2023-11-10 00:00:00"
"kuzpd76712bk","2023-11-10 00:00:00"
"kuzpd81511bk","2023-11-17 00:00:00"
"alovl416102wb","2023-11-10 00:00:00"
"kic52588cpz","2023-11-07 00:00:00"
"kic52600cpz","2023-11-07 00:00:00"
"kic55159cpz","2023-11-07 00:00:00"
"kic52532cpzwh","2023-11-07 00:00:00"
"kic52568cpzbk","2023-11-07 00:00:00"
"hun19872","2024-02-04 00:00:00"
